id,title,ratingCount
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,44032
16009,Kamisama no Inai Nichiyoubi,74168
16011,Tokyo Ravens,140278
16035,Karneval (TV),65573
16049,Toaru Kagaku no Railgun S,119226
16067,Nagi no Asu kara,162163
16157,Choujigen Game Neptune The Animation,45259
16201,Aku no Hana,49565
16353,Love Lab,55711
16417,Tamako Market,94649
16498,Shingeki no Kyojin,1246667
16512,Devil Survivor 2 The Animation,64349
16524,Suisei no Gargantia,137012
16528,Hal,46003
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,307003
16662,Kaze Tachinu,86368
16664,Kaguya-hime no Monogatari,49095
16668,Kakumeiki Valvrave,63094
16706,Kami nomi zo Shiru Sekai: Megami-hen,135489
16732,Kiniro Mosaic,50387
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,228499
16762,Mirai Nikki: Redial,152053
16774,Inferno Cop,41391
16782,Kotonoha no Niwa,256176
16870,The Last: Naruto the Movie,150085
16894,Kuroko no Basket 2nd Season,291895
16904,K: Missing Kings,83949
16918,Gin no Saji,91769
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,76485
17074,Monogatari Series: Second Season,215335
17247,Machine-Doll wa Kizutsukanai,112132
17265,Log Horizon,370122
17513,Diabolik Lovers,101397
17549,Non Non Biyori,104100
17641,Date A Live: Date to Date,69454
17729,Grisaia no Kajitsu,186369
17741,Kimi no Iru Machi,44317
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",54993
17831,Inu to Hasami wa Tsukaiyou,48614
17895,Golden Time,276612
17909,Uchouten Kazoku,40726
18001,Freezing Vibration,64748
18095,Nourin,53989
18115,Magi: The Kingdom of Magic,270608
18119,Servant x Service,66508
18139,Tonari no Seki-kun,71480
18153,Kyoukai no Kanata,333233
18179,Yowamushi Pedal,74815
18195,Little Busters!: Refrain,56485
18229,Gatchaman Crowds,56540
18245,White Album 2,74287
18247,IS: Infinite Stratos 2,142955
18277,Strike the Blood,202628
18295,Kakumeiki Valvrave 2nd Season,43515
18393,Fairy Tail x Rave,49238
18397,Shingeki no Kyojin OVA,127414
18441,Blood Lad: Wagahai wa Neko de wa Nai,42675
18507,Free!,248721
18671,Chuunibyou demo Koi ga Shitai! Ren,232564
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,93064
18679,Kill la Kill,543358
18689,Diamond no Ace,65184
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,89672
18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,69172
18893,Aoki Hagane no Arpeggio: Ars Nova,55215
18897,Nisekoi,371502
19111,Love Live! School Idol Project 2nd Season,100574
19163,Date A Live II,213591
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",158543
19285,Shingeki no Kyojin: Ano Hi Kara,40006
19315,Pupa,65100
19363,Gin no Saji 2nd Season,65507
19369,Outbreak Company,121085
19429,Akuma no Riddle,94238
19489,Little Witch Academia: Mahoujikake no Parade,73342
19647,Hajime no Ippo: Rising,79649
19685,Kanojo ga Flag wo Oraretara,58986
19769,Mahou Sensou,80545
19775,Sidonia no Kishi,87400
19815,No Game No Life,850765
19951,Hunter x Hunter Movie 2: The Last Mission,42066
20021,Sword Art Online: Extra Edition,126019
20031,D-Frag!,140324
20047,Sakura Trick,81436
20057,Space☆Dandy,95269
20159,Pokemon: The Origin,102725
20457,"Inari, Konkon, Koi Iroha.",45787
20507,Noragami,685328
20509,Fate/kaleid liner Prisma☆Illya 2wei!,56400
20541,Mikakunin de Shinkoukei,117579
20583,Haikyuu!!,420694
20689,Hamatora The Animation,94391
20709,Sabage-bu!,41964
20767,Noragami OVA,117056
20785,Mahouka Koukou no Rettousei,313112
20787,Black Bullet,323473
20847,Seitokai Yakuindomo*,85060
20853,Hitsugi no Chaika,127396
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,282326
20973,Sekai Seifuku: Bouryaku no Zvezda,42898
21033,Seikoku no Dragonar,72175
21085,Witch Craft Works,92314
21105,Love Stage!!,84250
21185,Baby Steps,53035
21273,Gochuumon wa Usagi Desu ka?,59688
21327,Isshuukan Friends.,106999
21329,Mushishi: Hihamukage,44764
21339,Psycho-Pass Movie,87789
21353,Tokyo ESP,57806
21405,Bokura wa Minna Kawai-sou,137421
21431,Gokukoku no Brynhildr,125254
21507,Soul Eater NOT!,67532
21511,Kantai Collection: KanColle,69410
21557,Omoide no Marnie,68969
21561,Ryuugajou Nanana no Maizoukin (TV),74918
21563,Kamigami no Asobi,43224
21603,Mekakucity Actors,150259
21647,Tamako Love Story,83335
21659,Kill la Kill Specials,80677
21843,Shingeki no Bahamut: Genesis,132420
21855,Hanamonogatari,142296
21863,Mangaka-san to Assistant-san to The Animation,92740
21877,High Score Girl,50537
21881,Sword Art Online II,716345
21939,Mushishi Zoku Shou,77019
21995,Ao Haru Ride,239383
22043,Fairy Tail (2014),270437
22101,Soredemo Sekai wa Utsukushii,88843
22135,Ping Pong the Animation,98807
22145,Kuroshitsuji: Book of Circus,121281
22147,Amagi Brilliant Park,223736
22199,Akame ga Kill!,636399
22265,Free!: Eternal Summer,134053
22273,Selector Infected WIXOSS,50232
22297,Fate/stay night: Unlimited Blade Works,351109
22319,Tokyo Ghoul,903826
22535,Kiseijuu: Sei no Kakuritsu,558974
22547,Blade & Soul,43683
22663,Seiken Tsukai no World Break,100898
22687,Terra Formars,81523
22729,Aldnoah.Zero,215852
22777,Dragon Ball Kai (2014),52306
22789,Barakamon,222734
22865,Rokujouma no Shinryakusha!? (TV),61863
22877,Seireitsukai no Blade Dance,121359
22961,Date A Live II: Kurumi Star Festival,60217
23079,Glasslip,61778
23199,Durarara!!x2 Shou,168928
23233,Shinmai Maou no Testament,197643
23251,Gugure! Kokkuri-san,58923
23273,Shigatsu wa Kimi no Uso,602809
23277,Saenai Heroine no Sodatekata,166299
23281,Psycho-Pass 2,223564
23283,Zankyou no Terror,361268
23289,Gekkan Shoujo Nozaki-kun,286655
23309,Rail Wars!,61063
23317,Kuroshitsuji: Book of Murder,69485
23321,Log Horizon 2nd Season,217186
23327,Space☆Dandy 2nd Season,56804
23333,DRAMAtical Murder,47748
23385,Kyoukai no Kanata: Shinonome,40748
23421,Re:␣Hamatora,56306
23623,Non Non Biyori Repeat,58813
23673,Ookami Shoujo to Kuro Ouji,145793
23755,Nanatsu no Taizai,616994
23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,308990
24031,Denki-gai no Honya-san,40225
24133,Taimadou Gakuen 35 Shiken Shoutai,95206
24151,Ao Haru Ride OVA,44526
24227,Nisekoi OVA,59066
24231,Hitsugi no Chaika: Avenging Battle,81628
24277,Yowamushi Pedal: Grande Road,50564
24405,World Trigger,59201
24415,Kuroko no Basket 3rd Season,238084
24439,Kekkai Sensen,225630
24455,Madan no Ou to Vanadis,113516
24655,Date A Live Movie: Mayuri Judgment,56518
24701,Mushishi Zoku Shou 2nd Season,64832
24703,High School DxD BorN,264535
24705,"Ore, Twintail ni Narimasu.",44360
24765,Gakkougurashi!,134885
24833,Ansatsu Kyoushitsu,479251
24873,Juuou Mujin no Fafnir,50776
24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,49926
24991,No Game No Life Specials,58658
24997,Love Live! The School Idol Movie,47621
25013,Akatsuki no Yona,221658
25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,41536
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",78191
25157,Trinity Seven,256599
25159,Inou-Battle wa Nichijou-kei no Naka de,127626
25183,Gangsta.,176663
25283,Kuusen Madoushi Kouhosei no Kyoukan,79937
25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",61784
25397,Absolute Duo,193931
25429,Isuca,48986
25537,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,72622
25681,Kamisama Hajimemashita◎,101629
25687,Digimon Adventure tri. 1: Saikai,46707
25731,Cross Ange: Tenshi to Ryuu no Rondo,57272
25777,Shingeki no Kyojin Season 2,611900
25781,Shingeki no Kyojin: Kuinaki Sentaku,128983
25835,Shirobako,95626
25879,Working!!!,85946
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,255742
26243,Owari no Seraph,364964
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,124464
26441,Junketsu no Maria,50155
26443,Triage X,42368
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,45800
27631,God Eater,156027
27633,Gekkan Shoujo Nozaki-kun Specials,48820
27655,Aldnoah.Zero 2nd Season,144955
27775,Plastic Memories,237829
27787,Nisekoi:,227776
27821,Fate/stay night: Unlimited Blade Works Prologue,123926
27829,Heavy Object,42793
27831,Durarara!!x2 Ten,131100
27833,Durarara!!x2 Ketsu,115537
27899,Tokyo Ghoul √A,615419
27989,Hibike! Euphonium,120033
27991,K: Return of Kings,98792
28025,Tsukimonogatari,139509
28069,Shigatsu wa Kimi no Uso: Moments,40411
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,495216
28171,Shokugeki no Souma,505377
28223,Death Parade,510844
28249,Arslan Senki (TV),115604
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,46673
28297,Ore Monogatari!!,178657
28387,Joukamachi no Dandelion,46216
28391,Ao no Kanata no Four Rhythm,47107
28497,Rokka no Yuusha,219134
28617,Punch Line,65786
28621,Subete ga F ni Naru,52454
28623,Koutetsujou no Kabaneri,263838
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,75422
28677,Yamada-kun to 7-nin no Majo (TV),246502
28701,Fate/stay night: Unlimited Blade Works 2nd Season,297673
28725,Kokoro ga Sakebitagatterunda.,86871
28735,Shouwa Genroku Rakugo Shinjuu,62104
28755,Boruto: Naruto the Movie,149996
28805,Bakemono no Ko,133847
28819,Okusama ga Seitokaichou!,91788
28825,Himouto! Umaru-chan,201574
28851,Koe no Katachi,564384
28891,Haikyuu!! Second Season,326921
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",276316
28927,Owari no Seraph: Nagoya Kessen-hen,241058
28977,Gintama°,104376
28979,To LOVE-Ru Darkness 2nd,78614
28999,Charlotte,455396
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,81653
29093,Grisaia no Meikyuu: Caprice no Mayu 0,86846
29095,Grisaia no Rakuen,134645
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,45224
29589,Denpa Kyoushi (TV),44490
29758,Taboo Tattoo,78142
29785,Jitsu wa Watashi wa,80014
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,232009
29803,Overlord,453933
29854,Ushio to Tora (TV),66446
30015,ReLIFE,306294
30016,Nanbaka,71761
30123,Akagami no Shirayuki-hime,166940
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,67307
30205,Aoharu x Kikanjuu,74995
30230,Diamond no Ace: Second Season,42015
30240,Prison School,303336
30276,One Punch Man,1041043
30279,Yuru Yuri San☆Hai!,45574
30296,Rakudai Kishi no Cavalry,276064
30300,"High School DxD New: Oppai, Tsutsumimasu!",50202
30307,Monster Musume no Iru Nichijou,230917
30346,Doukyuusei (Movie),50236
30347,Nanatsu no Taizai OVA,55413
30363,Shinmai Maou no Testament Burst,114761
30458,"Tokyo Ghoul: ""Jack""",83955
30484,Steins;Gate 0,165812
30503,Noragami Aragoto,467951
30544,Gakusen Toshi Asterisk,207110
30654,Ansatsu Kyoushitsu 2nd Season,351408
30694,Dragon Ball Super,197278
30709,Kamisama Hajimemashita: Kako-hen,40728
30727,Saenai Heroine no Sodatekata ♭,83866
30736,Shingeki no Bahamut: Virgin Soul,56320
30749,Saijaku Muhai no Bahamut,104296
30778,Fairy Tail Movie 2: Dragon Cry,44094
30831,Kono Subarashii Sekai ni Shukufuku wo!,568698
30885,Noragami Aragoto OVA,76358
30911,Tales of Zestiria the Cross,97857
31043,Boku dake ga Inai Machi,626778
31098,Ushio to Tora (TV) 2nd Season,42897
31163,Dimension W,104505
31173,Akagami no Shirayuki-hime 2nd Season,102059
31174,Osomatsu-san,42683
31181,Owarimonogatari,129739
31229,Servamp,61649
31240,Re:Zero kara Hajimeru Isekai Seikatsu,654535
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,45639
31251,Mobile Suit Gundam: Iron-Blooded Orphans,64740
31297,"Tokyo Ghoul: ""Pinto""",67265
31338,Hundred,106443
31339,Drifters,161728
31374,Shingeki! Kyojin Chuugakkou,53041
31376,Flying Witch,73181
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,155653
31405,Joker Game,65178
31414,Nijiiro Days,54584
31442,Musaigen no Phantom World,146010
31478,Bungou Stray Dogs,254003
31490,One Piece Film: Gold,50221
31553,Charlotte: Tsuyoimono-tachi,51030
31559,Prince of Stride: Alternative,54939
31580,Ajin,177734
31636,Dagashi Kashi,119232
31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",205182
31646,3-gatsu no Lion,123425
31658,Kuroko no Basket Movie 4: Last Game,63855
31680,Super Lovers,40364
31704,One Punch Man: Road to Hero,114093
31710,Divine Gate,49242
31715,Working!!!: Lord of the Takanashi,41221
31716,Rewrite,61019
31722,Nanatsu no Taizai: Seisen no Shirushi,173894
31737,Gakusen Toshi Asterisk 2nd Season,138193
31741,Magi: Sinbad no Bouken (TV),125381
31757,Kizumonogatari II: Nekketsu-hen,125005
31758,Kizumonogatari III: Reiketsu-hen,118270
31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,104357
31765,Sword Art Online Movie: Ordinal Scale,214235
31772,One Punch Man Specials,95813
31798,Kiznaiver,207939
31821,Arslan Senki (TV): Fuujin Ranbu,55146
31845,Masou Gakuen HxH,67161
31859,Hai to Gensou no Grimgar,235452
31904,Big Order (TV),72779
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,232066
31952,Kono Bijutsubu ni wa Mondai ga Aru!,70072
31953,New Game!,130259
31964,Boku no Hero Academia,850710
31988,Hibike! Euphonium 2,67428
32013,Oshiete! Galko-chan,50069
32093,Tanaka-kun wa Itsumo Kedaruge,107081
32105,Sousei no Onmyouji,102892
32182,Mob Psycho 100,497378
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,73307
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,94642
32262,Renai Boukun,96071
32268,Koyomimonogatari,70050
32281,Kimi no Na wa.,797096
32282,Shokugeki no Souma: Ni no Sara,356378
32360,Qualidea Code,46456
32370,D.Gray-man Hallow,53252
32379,Berserk,92996
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,118126
32407,Clockwork Planet,40950
32438,Mayoiga,84644
32485,Prison School: Mad Wax,48866
32494,Days (TV),41624
32526,Love Live! Sunshine!!,55418
32542,Sakamoto Desu ga?,199623
32603,Okusama ga Seitokaichou!+!,51819
32615,Youjo Senki,232717
32648,Handa-kun,68744
32681,Uchuu Patrol Luluco,55166
32686,Keijo!!!!!!!!,111720
32729,Orange,180849
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,50059
32827,B: The Beginning,80640
32828,Amaama to Inazuma,85521
32867,Bungou Stray Dogs 2nd Season,176263
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,100977
32899,Watashi ga Motete Dousunda,93528
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,40087
32901,Eromanga-sensei,211839
32902,Mahoutsukai no Yome: Hoshi Matsu Hito,82788
32935,Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,269318
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,432000
32949,Kuzu no Honkai,160158
32951,Rokudenashi Majutsu Koushi to Akashic Records,196528
32962,Occultic;Nine,50798
32979,Flip Flappers,51121
32983,Natsume Yuujinchou Go,44063
32995,Yuri!!! on Ice,232923
32998,91 Days,159934
33003,Mahou Shoujo Ikusei Keikaku,46289
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,87453
33047,Fate/Extra: Last Encore,44295
33049,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,45619
33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,40697
33094,WWW.Working!!,50415
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,69140
33206,Kobayashi-san Chi no Maid Dragon,323330
33253,Ajin 2nd Season,102708
33255,Saiki Kusuo no Ψ-nan,159043
33286,Strike the Blood II,41064
33337,ACCA: 13-ku Kansatsu-ka,44045
33352,Violet Evergarden,315625
33433,Shuumatsu no Izetta,50212
33475,Busou Shoujo Machiavellianism,101640
33486,Boku no Hero Academia 2nd Season,700096
33487,Masamune-kun no Revenge,226471
33489,Little Witch Academia (TV),156449
33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,104864
33506,Ao no Exorcist: Kyoto Fujouou-hen,190889
33581,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,45913
33674,No Game No Life: Zero,207217
33731,Gabriel DropOut,136809
33743,Fuuka,85007
33836,Seiren,49661
33926,Quanzhi Gaoshou,101689
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,40542
33988,Demi-chan wa Kataritai,133413
34012,Isekai Shokudou,53934
34055,Berserk 2nd Season,51541
34086,Tales of Zestiria the Cross 2nd Season,51001
34096,Gintama.,64400
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,57907
34104,Knight's & Magic,67189
34134,One Punch Man 2nd Season,267152
34176,Zero kara Hajimeru Mahou no Sho,79228
34240,Shelter,147842
34279,Grancrest Senki,57519
34280,Gamers!,184138
34281,High School DxD Hero,91701
34321,Fate/Grand Order: First Order,59799
34382,Citrus,114975
34403,Hajimete no Gal,122963
34443,Baki,43857
34451,Kekkai Sensen & Beyond,97909
34480,Shokugeki no Souma: Ni no Sara OVA,43927
34497,Death March kara Hajimaru Isekai Kyousoukyoku,131380
34542,Inuyashiki,146599
34561,Re:Creators,110730
34566,Boruto: Naruto Next Generations,147370
34572,Black Clover,191551
34577,Nanatsu no Taizai: Imashime no Fukkatsu,267021
34599,Made in Abyss,326862
34612,Saiki Kusuo no Ψ-nan 2,102348
34618,Blend S,167569
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,86944
34636,Ballroom e Youkoso,76196
34662,Fate/Apocrypha,115920
34712,Kujira no Kora wa Sajou ni Utau,55349
34798,Yuru Camp△,92942
34822,Tsuki ga Kirei,120830
34881,Aho Girl,132665
34902,Tsurezure Children,186226
34914,New Game!!,79014
34933,Kakegurui,272988
34934,Koi to Uso,96698
34964,Killing Bites,42723
34984,Koi wa Ameagari no You ni,60689
35062,Mahoutsukai no Yome,183283
35073,Overlord II,267995
35076,Juuni Taisen,90664
35079,Kino no Tabi: The Beautiful World - The Animated Series,46558
35120,Devilman: Crybaby,227213
35180,3-gatsu no Lion 2nd Season,82996
35203,Isekai wa Smartphone to Tomo ni.,136112
35222,Gakuen Babysitters,44802
35240,Princess Principal,48905
35247,Owarimonogatari 2nd Season,85259
35330,Poputepipikku,58771
35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",52895
35376,Himouto! Umaru-chan R,60033
35413,Imouto sae Ireba Ii.,79066
35459,Boku no Hero Academia: Training of the Dead,47678
35466,ReLIFE: Kanketsu-hen,91277
35484,Osake wa Fuufu ni Natte kara,43312
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),212127
35557,Houseki no Kuni (TV),99630
35608,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,42386
35639,Just Because!,70557
35712,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,57636
35760,Shingeki no Kyojin Season 3,353730
35788,Shokugeki no Souma: San no Sara,253877
35790,Tate no Yuusha no Nariagari,296591
35838,Shoujo Shuumatsu Ryokou,63993
35839,Sora yori mo Tooi Basho,105805
35843,Gintama.: Porori-hen,43205
35847,SSSS.Gridman,64372
35849,Darling in the FranXX,331112
35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,59022
35860,Karakai Jouzu no Takagi-san,112447
35905,Ryuuou no Oshigoto!,41845
35946,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,54974
35968,Wotaku ni Koi wa Muzukashii,154793
35972,Fairy Tail: Final Series,66124
35994,Satsuriku no Tenshi,92845
36027,Ousama Game The Animation,64132
36028,Golden Kamuy,55789
36038,Net-juu no Susume,147418
36043,Net-juu no Susume Special,40574
36098,Kimi no Suizou wo Tabetai,98943
36106,Shingeki no Kyojin: Lost Girls,40141
36266,Mahou Shoujo Site,41602
36296,Hinamatsuri,130992
36407,Kenja no Mago,104586
36456,Boku no Hero Academia 3rd Season,484893
36470,Tada-kun wa Koi wo Shinai,58873
36474,Sword Art Online: Alicization,189614
36475,Sword Art Online Alternative: Gun Gale Online,142536
36511,Tokyo Ghoul:re,222469
36548,Kokkoku,46135
36563,Megalo Box,127711
36633,Date A Live III,54384
36649,Banana Fish,67215
36726,Yuragi-sou no Yuuna-san,47758
36793,3D Kanojo: Real Girl,62728
36882,Arifureta Shokugyou de Sekai Saikyou,91779
36896,Boku no Hero Academia the Movie 1: Futari no Hero,121735
36904,Aggressive Retsuko (ONA),45726
36946,Dragon Ball Super Movie: Broly,70512
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,172102
37086,Kakegurui××,103302
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",56028
37105,Grand Blue,127300
37141,Hataraku Saibou (TV),116640
37171,Asobi Asobase,82734
37210,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,155599
37259,Hanebado!,47295
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,125077
37349,Goblin Slayer,261753
37430,Tensei shitara Slime Datta Ken,250343
37435,Carole & Tuesday,51801
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,293748
37475,Kishuku Gakkou no Juliet,64415
37497,Irozuku Sekai no Ashita kara,62837
37510,Mob Psycho 100 II,272556
37517,Happy Sugar Life,51053
37520,Dororo,182919
37521,Vinland Saga,142025
37569,Sirius,47563
37614,Hitoribocchi no Marumaru Seikatsu,42913
37675,Overlord III,215584
37744,Isekai Cheat Magician,51597
37779,Yakusoku no Neverland,311230
37786,Yagate Kimi ni Naru,50958
37799,Tokyo Ghoul:re 2nd Season,125381
37965,Kaze ga Tsuyoku Fuiteiru,54526
37976,Zombieland Saga,108517
37982,Domestic na Kanojo,117431
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,150241
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,252848
38000,Kimetsu no Yaiba,377666
38003,Bungou Stray Dogs 3rd Season,66497
38101,5-toubun no Hanayome,126937
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",41761
38186,Bokutachi wa Benkyou ga Dekinai,76941
38297,"Maou-sama, Retry!",40638
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,60905
38397,Nande Koko ni Sensei ga!?,51654
38408,Boku no Hero Academia 4th Season,108157
38472,Isekai Quartet,90643
38483,Ore wo Suki nano wa Omae dake ka yo,73813
38524,Shingeki no Kyojin Season 3 Part 2,298867
38572,Assassins Pride,49528
38573,Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,41760
38610,Tejina-senpai,45975
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,96264
38671,Enen no Shouboutai,129451
38680,Fruits Basket 1st Season,69229
38691,Dr. Stone,228901
38753,Araburu Kisetsu no Otome-domo yo.,57572
38759,Sewayaki Kitsune no Senko-san,64859
38778,Midara na Ao-chan wa Benkyou ga Dekinai,44685
38826,Tenki no Ko,53506
38993,Karakai Jouzu no Takagi-san 2,44178
39026,Dumbbell Nan Kilo Moteru?,57643
39195,Beastars,71797
39198,Kanata no Astra,55607
39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,42862
39533,Given,42038
39597,Sword Art Online: Alicization - War of Underworld,91633
39701,Nanatsu no Taizai: Kamigami no Gekirin,44831
39940,Shokugeki no Souma: Shin no Sara,74746
40004,Bokutachi wa Benkyou ga Dekinai!,45839
40010,Ishuzoku Reviewers,93443
