movieId,title,ratings
10578,C³,6.459597047253384
30,Neon Genesis Evangelion,6.461621553872895
1118,Pokemon Movie 03: Kesshoutou no Teiou Entei,6.463351118840824
1943,Paprika,6.464092058442693
528,Pokemon Movie 01: Mewtwo no Gyakushuu,6.467431620095955
133,Green Green,6.475489569785824
22777,Dragon Ball Kai (2014),6.482914143850097
874,Digimon Tamers,6.484107141685827
8247,Bleach Movie 4: Jigoku-hen,6.484868099251225
34403,Hajimete no Gal,6.487194359142869
30749,Saijaku Muhai no Bahamut,6.487671288617344
12115,Berserk: Ougon Jidai-hen III - Kourin,6.490315672509077
13055,Sankarea OVA,6.493759846405156
1004,Kanojo to Kanojo no Neko,6.496284768560394
11703,Code:Breaker,6.4964695904412855
552,Digimon Adventure,6.4975344044310575
19769,Mahou Sensou,6.497840668060016
901,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",6.502327066986065
6500,Seikon no Qwaser,6.511952830097446
437,Perfect Blue,6.515465792763706
339,Serial Experiments Lain,6.519430550809463
196,Onegai☆Twins,6.519712402405992
241,Girls Bravo: First Season,6.527392208917684
24873,Juuou Mujin no Fafnir,6.529653197251233
34626,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,6.533437911825133
14027,Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai,6.538704876002193
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.541093870252659
1313,Digimon Adventure 02,6.542425627651501
11553,Toradora!: Bentou no Gokui,6.547837189948647
1120,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,6.552234439880097
33506,Ao no Exorcist: Kyoto Fujouou-hen,6.554938548381701
4744,Akaneiro ni Somaru Saka,6.557995300560853
24991,No Game No Life Specials,6.559622587943076
3230,Druaga no Tou: The Aegis of Uruk,6.560016625781199
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,6.561626625312218
14837,Dragon Ball Z Movie 14: Kami to Kami,6.5638893520963535
16201,Aku no Hana,6.566432682640732
10067,Angel Beats!: Another Epilogue,6.5667155482439306
740,Bishoujo Senshi Sailor Moon R,6.570988265004941
5112,Akikan!,6.571867384997907
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,6.573806573886208
33836,Seiren,6.574012856155134
17641,Date A Live: Date to Date,6.577185981442899
10794,IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,6.582002103594381
387,Haibane Renmei,6.582708354518188
15605,Brothers Conflict,6.583230855954629
14199,Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6.584705882401608
35203,Isekai wa Smartphone to Tomo ni.,6.58577666456095
38397,Nande Koko ni Sensei ga!?,6.587818054135772
35712,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,6.588192740675067
4884,Tales of the Abyss,6.589358619057195
2923,Shugo Chara!,6.590197185203877
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",6.5952961098357505
1117,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,6.598700753887337
2404,Zombie-Loan,6.603374545290123
11785,Haiyore! Nyaruko-san,6.603610683001101
4382,Suzumiya Haruhi no Yuuutsu (2009),6.606954701837193
13271,Hunter x Hunter Movie 1: Phantom Rouge,6.608544124386297
38610,Tejina-senpai,6.611128881027602
37799,Tokyo Ghoul:re 2nd Season,6.613364038451053
4970,Afro Samurai: Resurrection,6.615270105319854
7059,Black★Rock Shooter (OVA),6.6228318020848045
12729,High School DxD OVA,6.625305573561144
7590,Mayoi Neko Overrun!,6.6285672781108484
36904,Aggressive Retsuko (ONA),6.63048196705389
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,6.631714040499473
36726,Yuragi-sou no Yuuna-san,6.6356430934249
32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,6.637631377516423
30300,"High School DxD New: Oppai, Tsutsumimasu!",6.637685480769086
29785,Jitsu wa Watashi wa,6.645342098777661
25429,Isuca,6.64866699690383
35994,Satsuriku no Tenshi,6.652203662435594
21353,Tokyo ESP,6.654172850665937
14349,Little Witch Academia,6.656418815520202
18397,Shingeki no Kyojin OVA,6.659184575073765
35076,Juuni Taisen,6.660943480218306
15751,Senyuu.,6.664505441778617
18245,White Album 2,6.66569020043095
469,Karin,6.670791305138409
25283,Kuusen Madoushi Kouhosei no Kyoukan,6.6730941751668205
32438,Mayoiga,6.676219083222961
5118,Suzumiya Haruhi-chan no Yuuutsu,6.67678354158632
322,Paradise Kiss,6.678456081946156
32262,Renai Boukun,6.67963444265549
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,6.6803966202748395
16157,Choujigen Game Neptune The Animation,6.68140386205412
19951,Hunter x Hunter Movie 2: The Last Mission,6.681823557529693
5909,Seitokai no Ichizon,6.684337952642401
39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6.690280033505888
145,Kareshi Kanojo no Jijou,6.690598884782529
28391,Ao no Kanata no Four Rhythm,6.691802701030979
9135,Fullmetal Alchemist: The Sacred Star of Milos,6.694528772709137
169,Shingetsutan Tsukihime,6.697738579470718
9062,Angel Beats! Specials,6.698513718094484
36882,Arifureta Shokugyou de Sekai Saikyou,6.699003163270607
11241,Brave 10,6.700977618852936
174,Tenjou Tenge,6.7014857018949865
34934,Koi to Uso,6.7015388852805176
10161,No.6,6.701750814566123
21603,Mekakucity Actors,6.702291686611113
16512,Devil Survivor 2 The Animation,6.70266572806245
36633,Date A Live III,6.708609229508381
36106,Shingeki no Kyojin: Lost Girls,6.709113470735734
9136,Kuroshitsuji II Specials,6.7118645660832605
31229,Servamp,6.716577434555392
5030,Maria†Holic,6.722355714076131
14353,Death Billiards,6.723800307839772
189,Love Hina,6.727796659822577
32407,Clockwork Planet,6.727877175416736
2144,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,6.730398773425395
5940,Seiken no Blacksmith,6.731044842048403
1498,Black Blood Brothers,6.734874383346095
8074,Highschool of the Dead,6.738866478320274
6372,Higashi no Eden Movie I: The King of Eden,6.739134429601895
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,6.744365399749851
93,Mobile Suit Gundam SEED,6.744595542419084
5667,To LOVE-Ru OVA,6.74684750238078
487,Girls Bravo: Second Season,6.74714753199971
243,Gravitation,6.747577850336947
101,Air,6.748502216470892
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.749550675853875
34443,Baki,6.7540856979383355
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,6.758994909756203
8516,Baka to Test to Shoukanjuu Ni!,6.7593019064945645
8277,Hyakka Ryouran: Samurai Girls,6.76406914282936
9379,Denpa Onna to Seishun Otoko,6.768232324054888
16934,Chuunibyou demo Koi ga Shitai!: Kirameki no... Slapstick Noel,6.769548418936878
28617,Punch Line,6.773363874355796
6347,Baka to Test to Shoukanjuu,6.7747635517749
10119,Seitokai Yakuindomo OVA,6.775660897727127
1829,Ged Senki,6.776342581498569
6324,Omamori Himari,6.781449167974245
523,Tonari no Totoro,6.785757357544208
4192,Hayate no Gotoku!!,6.788094712883067
18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,6.788552413449057
19429,Akuma no Riddle,6.7902747771171255
232,Cardcaptor Sakura,6.791253052978501
2104,Seto no Hanayome,6.792876064287336
11285,Black★Rock Shooter (TV),6.793709384496004
861,xxxHOLiC,6.794258288277591
32899,Watashi ga Motete Dousunda,6.796033488789374
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,6.7983652083497494
24231,Hitsugi no Chaika: Avenging Battle,6.804138449034982
936,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.80419479280548
63,DearS,6.806312497749754
15117,Kami nomi zo Shiru Sekai: Tenri-hen,6.808623779709945
31245,Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,6.809978508167673
721,Princess Tutu,6.811558065833166
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,6.811846519147101
14967,Boku wa Tomodachi ga Sukunai Next,6.811860548037516
6166,Asobi ni Iku yo!,6.81241625800725
15037,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,6.813291285173523
5355,Sengoku Basara,6.815665030786593
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,6.8180633748452815
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,6.823317507222415
256,Hoshi no Koe,6.826216832007232
24133,Taimadou Gakuen 35 Shiken Shoutai,6.826278978116144
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,6.8265132589506266
36266,Mahou Shoujo Site,6.828312067909444
550,Yu☆Gi☆Oh!,6.8295247890886035
570,Jin-Rou,6.829804200491809
969,Tsubasa Chronicle 2nd Season,6.829884970835942
34012,Isekai Shokudou,6.8300271451237675
24151,Ao Haru Ride OVA,6.830064448699943
22877,Seireitsukai no Blade Dance,6.835280701625337
35847,SSSS.Gridman,6.837466125164022
2759,Evangelion: 1.0 You Are (Not) Alone,6.8390928944572975
9074,Arakawa Under the Bridge x Bridge,6.839576434007018
10490,Blood-C,6.841072294774435
1430,Lupin III: Cagliostro no Shiro,6.843196726012056
32360,Qualidea Code,6.843304258016968
6707,Kuroshitsuji II,6.843417629974483
5342,Asura Cryin',6.843845667269347
31704,One Punch Man: Road to Hero,6.844779342480325
21033,Seikoku no Dragonar,6.846127196809476
34984,Koi wa Ameagari no You ni,6.846234952729379
13357,High School DxD Specials,6.8471173640062535
323,Mousou Dairinin,6.850666337858454
849,Suzumiya Haruhi no Yuuutsu,6.85245247629344
14227,Tonari no Kaibutsu-kun,6.855618826189267
18229,Gatchaman Crowds,6.858250938786738
36474,Sword Art Online: Alicization,6.858776596521297
9734,K-On!!: Keikaku!,6.861031253865222
34712,Kujira no Kora wa Sajou ni Utau,6.862813475673324
4752,Vampire Knight: Guilty,6.864117933451726
265,Hajime no Ippo: Mashiba vs. Kimura,6.870713554208366
34933,Kakegurui,6.8715429165478525
22145,Kuroshitsuji: Book of Circus,6.872158041710573
24655,Date A Live Movie: Mayuri Judgment,6.875420795150217
28819,Okusama ga Seitokaichou!,6.876614791649081
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,6.87751176602006
5204,Kara no Kyoukai 6: Boukyaku Rokuon,6.885361851890465
34964,Killing Bites,6.885824700327342
71,Full Metal Panic!,6.887093959938506
6880,Deadman Wonderland,6.889879196206707
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,6.890084733960649
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",6.894131270239474
37517,Happy Sugar Life,6.896353885858698
36511,Tokyo Ghoul:re,6.898110197353275
5630,Higashi no Eden,6.9017123286879745
94,Mobile Suit Gundam SEED Destiny,6.903427531634787
34321,Fate/Grand Order: First Order,6.903755735381978
10163,C: The Money of Soul and Possibility Control,6.9044885845402355
5525,07-Ghost,6.906027708026856
39940,Shokugeki no Souma: Shin no Sara,6.911249018101354
9331,Yumekui Merry,6.91201098900277
5060,Hetalia Axis Powers,6.912057622482432
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),6.915289228240826
34382,Citrus,6.915353929110899
13161,Hagure Yuusha no Aesthetica,6.916315405351558
38759,Sewayaki Kitsune no Senko-san,6.916704769233246
2494,Goshuushou-sama Ninomiya-kun,6.917322935669373
33581,Trinity Seven Movie 1: Eternity Library to Alchemic Girl,6.9180260981159005
1292,Afro Samurai,6.91912991592978
7647,Arakawa Under the Bridge,6.919193608673052
20159,Pokemon: The Origin,6.9260785072372775
195,Onegai☆Teacher,6.927968765772174
1686,Bleach Movie 1: Memories of Nobody,6.932693986411991
18095,Nourin,6.933064009823944
27821,Fate/stay night: Unlimited Blade Works Prologue,6.93341633136386
14833,Maoyuu Maou Yuusha,6.939234498845846
905,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,6.939986179064766
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,6.940492159944504
12549,"Dakara Boku wa, H ga Dekinai.",6.940555981716822
27831,Durarara!!x2 Ten,6.941608207901612
182,Tenkuu no Escaflowne,6.946977925572148
4063,Sekirei,6.949887144122994
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,6.951159088201705
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,6.954974672126298
30015,ReLIFE,6.955768110760207
31405,Joker Game,6.955830182560119
11013,Inu x Boku SS,6.95809005500098
35484,Osake wa Fuufu ni Natte kara,6.9583711443807825
7088,Ichiban Ushiro no Daimaou,6.959080126438692
6773,Shakugan no Shana III (Final),6.9606582063494145
7593,Kiss x Sis (TV),6.961597491296511
34542,Inuyashiki,6.964044401379706
10456,Kyoukaisenjou no Horizon,6.965648227561333
32494,Days (TV),6.966080520262569
37976,Zombieland Saga,6.966970701574514
10719,Boku wa Tomodachi ga Sukunai,6.967073633581427
3901,Baccano! Specials,6.968361450153748
6637,Higashi no Eden Movie II: Paradise Lost,6.96939050032356
36793,3D Kanojo: Real Girl,6.969620385622272
24705,"Ore, Twintail ni Narimasu.",6.970992700317138
6793,"Kuroshitsuji: Sono Shitsuji, Kougyou",6.975321929541138
1132,Digimon Frontier,6.976194079825638
1536,Busou Renkin,6.979077765981481
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",6.983250521843148
9926,Sekaiichi Hatsukoi,6.983753034815646
187,Initial D Third Stage,6.98733482700776
31636,Dagashi Kashi,6.989643151281802
17247,Machine-Doll wa Kizutsukanai,6.9906445011074805
2593,Kara no Kyoukai 1: Fukan Fuukei,6.9965037294435195
14289,Sukitte Ii na yo.,6.997042618352168
585,Mimi wo Sumaseba,7.000622348000753
11761,Medaka Box,7.003397000034159
149,Loveless,7.004716256610424
430,Fullmetal Alchemist: The Conqueror of Shamballa,7.005153138672504
25389,"Dragon Ball Z Movie 15: Fukkatsu no ""F""",7.005333212630951
34176,Zero kara Hajimeru Mahou no Sho,7.007929713774226
35079,Kino no Tabi: The Beautiful World - The Animated Series,7.008791601083966
38778,Midara na Ao-chan wa Benkyou ga Dekinai,7.0098074449432595
34480,Shokugeki no Souma: Ni no Sara OVA,7.010044742152486
73,Full Metal Panic! The Second Raid,7.012420784866977
8525,Kami nomi zo Shiru Sekai,7.012898389216212
2889,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.01386769916557
32268,Koyomimonogatari,7.020925235843948
32901,Eromanga-sensei,7.023004016771443
147,Kimi ga Nozomu Eien,7.02540460381871
34881,Aho Girl,7.025968094488883
10460,Kimi to Boku.,7.026105699711577
121,Fullmetal Alchemist,7.02640691431388
2952,Final Fantasy VII: Advent Children Complete,7.026707901237741
35838,Shoujo Shuumatsu Ryokou,7.027411562701748
33047,Fate/Extra: Last Encore,7.029026150709796
7817,B-gata H-kei,7.031465826335909
30885,Noragami Aragoto OVA,7.031731863326125
23199,Durarara!!x2 Shou,7.032893773357095
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,7.033987048559876
1361,Final Fantasy: The Spirits Within,7.036120136945439
13469,Hyouka: Motsubeki Mono wa,7.036596810540489
18441,Blood Lad: Wagahai wa Neko de wa Nai,7.037591214263751
11123,Sekaiichi Hatsukoi 2,7.038337638385841
10357,Jinrui wa Suitai Shimashita,7.038547867947335
20507,Noragami,7.03952150025769
23289,Gekkan Shoujo Nozaki-kun,7.041316644106466
38408,Boku no Hero Academia 4th Season,7.043331473326635
30736,Shingeki no Bahamut: Virgin Soul,7.044354339819912
28497,Rokka no Yuusha,7.044505364128769
21843,Shingeki no Bahamut: Genesis,7.047162038614089
9750,Itsuka Tenma no Kuro Usagi,7.047937107423744
227,FLCL,7.051185010544997
4214,Rosario to Vampire Capu2,7.051196869680347
8841,Kore wa Zombie Desu ka?,7.052663829461194
3457,Vampire Knight,7.052816303972159
2890,Gake no Ue no Ponyo,7.053275166484663
27833,Durarara!!x2 Ketsu,7.054008559017847
269,Bleach,7.057825135066191
38472,Isekai Quartet,7.058279472164274
10790,Kore wa Zombie Desu ka? of the Dead,7.060807892025899
9041,IS: Infinite Stratos,7.061548360366326
9367,Freezing,7.061549841985264
857,Air Gear,7.0633085333067225
6512,Nyan Koi!,7.065732897927512
32681,Uchuu Patrol Luluco,7.067969504150201
38659,Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,7.068640504418819
450,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.069692412953693
10798,UN-GO,7.069738472825393
7858,Sora no Otoshimono: Project Pink,7.069936990945607
157,Mahou Sensei Negima!,7.070369228568192
33743,Fuuka,7.0705525884473275
4975,ChäoS;HEAd,7.071771976054624
53,Ai Yori Aoshi,7.072505278641103
33286,Strike the Blood II,7.072872823003788
15379,Kotoura-san,7.075801205553232
22147,Amagi Brilliant Park,7.07581364803083
8675,Seitokai Yakuindomo,7.077019508380079
4186,Chrome Shelled Regios,7.077803193468591
48,.hack//Sign,7.079020021984963
7769,Ookami-san to Shichinin no Nakama-tachi,7.0803533922632145
36475,Sword Art Online Alternative: Gun Gale Online,7.084425634820709
30727,Saenai Heroine no Sodatekata ♭,7.0853759513163315
35946,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,7.085447323508593
11111,Another,7.0860083831501495
38753,Araburu Kisetsu no Otome-domo yo.,7.087858784844516
371,Cardcaptor Sakura Movie 1,7.088555844454003
617,Juubee Ninpuuchou,7.088732417051499
30363,Shinmai Maou no Testament Burst,7.08978037994029
35843,Gintama.: Porori-hen,7.089783264233568
24405,World Trigger,7.09137461590562
3455,To LOVE-Ru,7.091406900806172
6862,K-On!: Live House!,7.091696426948365
20767,Noragami OVA,7.094902775883091
38483,Ore wo Suki nano wa Omae dake ka yo,7.095293979946325
6030,Needless,7.09661401857472
12293,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,7.097020768873381
10321,Uta no☆Prince-sama♪ Maji Love 1000%,7.100637755798249
5,Cowboy Bebop: Tengoku no Tobira,7.101756053930473
3588,Soul Eater,7.102993062189551
24227,Nisekoi OVA,7.104667763097021
9919,Ao no Exorcist,7.105106194904726
8408,Durarara!! Specials,7.106790053619946
29589,Denpa Kyoushi (TV),7.106945306092943
134,Gunslinger Girl,7.107120085576922
34134,One Punch Man 2nd Season,7.107492095366984
10012,Carnival Phantasm,7.108006400601924
34572,Black Clover,7.109513587587417
34566,Boruto: Naruto Next Generations,7.109513587587417
986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,7.110046587056782
68,Black Cat,7.110131904665469
34662,Fate/Apocrypha,7.11034869592204
3958,Kannagi,7.112942758150124
12883,Tsuritama,7.113772649638083
30694,Dragon Ball Super,7.114298202207354
8536,Fortune Arterial: Akai Yakusoku,7.114682125699337
4725,Ga-Rei: Zero,7.115023328176415
24439,Kekkai Sensen,7.115275999957853
248,Ichigo 100%,7.118440348811156
9330,Dragon Crisis!,7.11934901094389
10213,Maji de Watashi ni Koi Shinasai!,7.122640975145209
4999,Asu no Yoichi!,7.1254890156786725
32105,Sousei no Onmyouji,7.125906638975664
25159,Inou-Battle wa Nichijou-kei no Naka de,7.1263912978262125
10110,Mayo Chiki!,7.12803600539589
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7.128459061924512
5277,Sekirei: Pure Engagement,7.128693373714371
36949,Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,7.129518117982051
8460,Mirai Nikki OVA,7.132607170805458
61,D.N.Angel,7.134059376550068
12893,Danshi Koukousei no Nichijou Specials,7.134076065279278
20021,Sword Art Online: Extra Edition,7.1344966401689405
10397,Mashiro-iro Symphony: The Color of Lovers,7.134979143776699
1691,Kaze no Stigma,7.137843239933803
6045,Kimi ni Todoke,7.1385299914276095
35062,Mahoutsukai no Yome,7.138845357950071
32951,Rokudenashi Majutsu Koushi to Akashic Records,7.140289432202752
15699,Haiyore! Nyaruko-san W,7.140798315752841
32995,Yuri!!! on Ice,7.142835948981527
8407,Sora no Otoshimono: Forte,7.143376999328878
24455,Madan no Ou to Vanadis,7.145029114576882
32828,Amaama to Inazuma,7.14774990946648
2993,Rosario to Vampire,7.148219020225449
34497,Death March kara Hajimaru Isekai Kyousoukyoku,7.148448553647052
20973,Sekai Seifuku: Bouryaku no Zvezda,7.148637412226629
32686,Keijo!!!!!!!!,7.148904169349616
15225,Hentai Ouji to Warawanai Neko.,7.149306119630346
14829,Fate/kaleid liner Prisma☆Illya,7.149696595254185
136,Hunter x Hunter,7.149739994221276
22865,Rokujouma no Shinryakusha!? (TV),7.149863682205975
11499,Sankarea,7.150380680788978
31098,Ushio to Tora (TV) 2nd Season,7.151342270225552
6205,Kämpfer,7.151951865486769
16732,Kiniro Mosaic,7.152684242007657
43,Koukaku Kidoutai,7.153661795455751
3503,Kanokon,7.154369101342424
21995,Ao Haru Ride,7.155830565167258
21,One Piece,7.158321735978716
28069,Shigatsu wa Kimi no Uso: Moments,7.158763784839256
3229,Kimi ga Aruji de Shitsuji ga Ore de,7.158902274557071
376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.159233381602643
33337,ACCA: 13-ku Kansatsu-ka,7.162544385339646
11783,Dog Days',7.162552407818327
6747,Dance in the Vampire Bund,7.163945907247063
5042,Kiss x Sis,7.165364666837553
33487,Masamune-kun no Revenge,7.171142911781558
18247,IS: Infinite Stratos 2,7.171802691467465
177,Tsubasa Chronicle,7.171900032282304
21185,Baby Steps,7.173811895137479
11843,Danshi Koukousei no Nichijou,7.174110225690867
20853,Hitsugi no Chaika,7.1767935358446175
356,Fate/stay night,7.182539688744128
384,Gantz,7.183130534325635
27633,Gekkan Shoujo Nozaki-kun Specials,7.184089632267015
17831,Inu to Hasami wa Tsukaiyou,7.187726643805932
13851,To LOVE-Ru Darkness OVA,7.188425465104224
